3.20E+02,2.40E+02,0.00E+00,3.20E+02,2.40E+02,0.00E+00,,,
3.20E+02,2.40E+02,2.02E-04,3.20E+02,2.40E+02,-1.42E-05,,,
3.16E+02,2.36E+02,-1.14E-02,3.16E+02,2.36E+02,-1.27E-02,,,
3.18E+02,2.34E+02,-3.90E-03,3.18E+02,2.34E+02,-4.36E-03,,,
3.16E+02,2.27E+02,9.75E-03,3.16E+02,2.27E+02,9.31E-03,,,
3.17E+02,2.27E+02,1.27E-02,3.16E+02,2.27E+02,1.22E-02,,,
3.17E+02,2.28E+02,1.55E-02,3.17E+02,2.28E+02,1.45E-02,,,
3.17E+02,2.28E+02,1.30E-02,3.17E+02,2.28E+02,1.21E-02,,,
3.17E+02,2.28E+02,1.22E-02,3.17E+02,2.28E+02,1.13E-02,,,
3.18E+02,2.27E+02,1.64E-02,3.18E+02,2.27E+02,1.56E-02,,,
3.17E+02,2.22E+02,1.45E-02,3.17E+02,2.22E+02,1.20E-02,,,
3.17E+02,2.23E+02,1.42E-02,3.17E+02,2.23E+02,1.20E-02,,,
3.18E+02,2.22E+02,2.09E-02,3.18E+02,2.22E+02,1.85E-02,,,
3.19E+02,2.23E+02,2.21E-02,3.18E+02,2.23E+02,1.94E-02,,,
3.19E+02,2.23E+02,2.13E-02,3.19E+02,2.23E+02,1.87E-02,,,
3.19E+02,2.23E+02,2.31E-02,3.19E+02,2.23E+02,2.05E-02,,,
3.19E+02,2.22E+02,2.38E-02,3.19E+02,2.22E+02,2.11E-02,,,
3.19E+02,2.23E+02,2.34E-02,3.19E+02,2.22E+02,2.07E-02,,,
3.18E+02,2.19E+02,2.13E-02,3.18E+02,2.19E+02,1.90E-02,,,
3.19E+02,2.16E+02,2.39E-02,3.18E+02,2.16E+02,2.10E-02,,,
3.19E+02,2.16E+02,2.64E-02,3.19E+02,2.16E+02,2.40E-02,,,
3.19E+02,2.13E+02,2.75E-02,3.19E+02,2.13E+02,2.52E-02,,,
3.18E+02,2.06E+02,2.69E-02,3.18E+02,2.06E+02,2.49E-02,,,
3.19E+02,2.04E+02,3.35E-02,3.19E+02,2.04E+02,3.12E-02,,,
3.19E+02,2.03E+02,3.55E-02,3.19E+02,2.03E+02,3.29E-02,,,
3.18E+02,2.01E+02,3.16E-02,3.18E+02,2.01E+02,2.95E-02,,,
3.17E+02,1.99E+02,2.64E-02,3.17E+02,1.99E+02,2.49E-02,,,
3.17E+02,1.98E+02,2.64E-02,3.17E+02,1.97E+02,2.49E-02,,,
3.16E+02,1.96E+02,2.26E-02,3.16E+02,1.96E+02,2.12E-02,,,
3.15E+02,1.93E+02,1.99E-02,3.15E+02,1.93E+02,1.87E-02,,,
3.14E+02,1.93E+02,1.43E-02,3.14E+02,1.93E+02,1.33E-02,,,
3.14E+02,1.91E+02,1.24E-02,3.14E+02,1.91E+02,1.14E-02,,,
3.14E+02,1.90E+02,1.51E-02,3.14E+02,1.90E+02,1.37E-02,,,
3.13E+02,1.89E+02,1.08E-02,3.13E+02,1.89E+02,9.38E-03,,,
3.13E+02,1.87E+02,1.14E-02,3.13E+02,1.87E+02,1.02E-02,,,
3.14E+02,1.86E+02,1.70E-02,3.14E+02,1.86E+02,1.56E-02,,,
3.14E+02,1.85E+02,1.52E-02,3.14E+02,1.85E+02,1.36E-02,,,
3.14E+02,1.84E+02,1.58E-02,3.14E+02,1.84E+02,1.45E-02,,,
3.15E+02,1.84E+02,1.98E-02,3.15E+02,1.84E+02,1.86E-02,,,
3.14E+02,1.82E+02,1.64E-02,3.14E+02,1.82E+02,1.51E-02,,,
3.15E+02,1.80E+02,1.99E-02,3.14E+02,1.80E+02,1.85E-02,,,
3.15E+02,1.78E+02,2.18E-02,3.15E+02,1.78E+02,1.99E-02,,,
3.15E+02,1.77E+02,2.24E-02,3.15E+02,1.77E+02,2.08E-02,,,
3.15E+02,1.77E+02,2.34E-02,3.15E+02,1.77E+02,2.19E-02,,,
3.16E+02,1.76E+02,2.52E-02,3.15E+02,1.76E+02,2.37E-02,,,
3.15E+02,1.74E+02,2.44E-02,3.15E+02,1.74E+02,2.26E-02,,,
3.15E+02,1.73E+02,2.39E-02,3.15E+02,1.73E+02,2.20E-02,,,
3.15E+02,1.71E+02,2.77E-02,3.15E+02,1.71E+02,2.60E-02,,,
3.17E+02,1.66E+02,3.40E-02,3.16E+02,1.66E+02,3.16E-02,,,
3.16E+02,1.66E+02,3.19E-02,3.16E+02,1.66E+02,2.93E-02,,,
3.15E+02,1.62E+02,2.64E-02,3.15E+02,1.62E+02,2.39E-02,,,
3.16E+02,1.61E+02,3.06E-02,3.16E+02,1.61E+02,2.80E-02,,,
3.18E+02,1.57E+02,3.76E-02,3.18E+02,1.57E+02,3.54E-02,,,
3.17E+02,1.54E+02,3.52E-02,3.17E+02,1.54E+02,3.31E-02,,,
3.17E+02,1.49E+02,3.15E-02,3.17E+02,1.49E+02,2.90E-02,,,
3.17E+02,1.46E+02,2.95E-02,3.16E+02,1.46E+02,2.83E-02,,,
3.17E+02,1.45E+02,3.15E-02,3.17E+02,1.45E+02,2.94E-02,,,
3.16E+02,1.40E+02,2.93E-02,3.16E+02,1.40E+02,2.74E-02,,,
3.17E+02,1.35E+02,3.78E-02,3.17E+02,1.35E+02,3.61E-02,,,
3.18E+02,1.35E+02,4.64E-02,3.18E+02,1.35E+02,4.45E-02,,,
3.14E+02,1.33E+02,2.29E-02,3.13E+02,1.33E+02,2.12E-02,,,
3.16E+02,1.32E+02,3.35E-02,3.16E+02,1.32E+02,3.10E-02,,,
3.20E+02,1.28E+02,5.48E-02,3.20E+02,1.28E+02,5.23E-02,,,
3.19E+02,1.28E+02,5.03E-02,3.19E+02,1.28E+02,4.81E-02,,,
3.18E+02,1.28E+02,4.72E-02,3.18E+02,1.28E+02,4.51E-02,,,
3.16E+02,1.26E+02,3.96E-02,3.16E+02,1.26E+02,3.82E-02,,,
3.15E+02,1.26E+02,3.13E-02,3.15E+02,1.26E+02,3.00E-02,,,
3.17E+02,1.21E+02,4.51E-02,3.16E+02,1.21E+02,4.34E-02,,,
3.14E+02,1.20E+02,3.32E-02,3.14E+02,1.20E+02,3.17E-02,,,
3.15E+02,1.17E+02,3.90E-02,3.15E+02,1.17E+02,3.71E-02,,,
3.13E+02,1.16E+02,2.87E-02,3.13E+02,1.16E+02,2.71E-02,,,
3.13E+02,1.14E+02,3.02E-02,3.13E+02,1.14E+02,2.91E-02,,,
3.12E+02,1.11E+02,2.82E-02,3.12E+02,1.11E+02,2.65E-02,,,
3.13E+02,1.08E+02,3.43E-02,3.13E+02,1.08E+02,3.23E-02,,,
3.13E+02,1.05E+02,3.27E-02,3.12E+02,1.05E+02,3.07E-02,,,
3.13E+02,1.03E+02,3.34E-02,3.12E+02,1.03E+02,3.12E-02,,,
3.12E+02,1.01E+02,3.08E-02,3.12E+02,1.01E+02,2.82E-02,,,
3.11E+02,9.97E+01,2.64E-02,3.10E+02,9.96E+01,2.35E-02,,,
3.11E+02,9.96E+01,2.87E-02,3.11E+02,9.95E+01,2.58E-02,,,
3.11E+02,9.68E+01,2.96E-02,3.11E+02,9.67E+01,2.72E-02,,,
3.12E+02,9.48E+01,3.21E-02,3.11E+02,9.47E+01,2.92E-02,,,
3.11E+02,9.39E+01,2.81E-02,3.10E+02,9.38E+01,2.59E-02,,,
3.09E+02,9.22E+01,2.23E-02,3.09E+02,9.21E+01,1.95E-02,,,
3.09E+02,9.00E+01,2.10E-02,3.09E+02,8.99E+01,1.76E-02,,,
3.09E+02,8.95E+01,2.27E-02,3.09E+02,8.94E+01,1.99E-02,,,
3.10E+02,8.67E+01,2.54E-02,3.10E+02,8.66E+01,2.27E-02,,,
3.09E+02,8.32E+01,2.43E-02,3.09E+02,8.30E+01,2.17E-02,,,
3.10E+02,8.11E+01,2.55E-02,3.09E+02,8.10E+01,2.28E-02,,,
3.10E+02,7.76E+01,2.77E-02,3.10E+02,7.75E+01,2.52E-02,,,
3.09E+02,7.60E+01,2.15E-02,3.08E+02,7.59E+01,1.97E-02,,,
3.09E+02,7.52E+01,2.66E-02,3.09E+02,7.50E+01,2.49E-02,,,
3.10E+02,7.48E+01,2.86E-02,3.10E+02,7.47E+01,2.66E-02,,,
3.11E+02,7.26E+01,3.37E-02,3.11E+02,7.24E+01,3.15E-02,,,
3.09E+02,7.11E+01,2.51E-02,3.09E+02,7.10E+01,2.16E-02,,,
3.11E+02,6.96E+01,3.60E-02,3.11E+02,6.95E+01,3.24E-02,,,
3.11E+02,6.64E+01,3.86E-02,3.11E+02,6.63E+01,3.48E-02,,,
3.12E+02,6.62E+01,3.94E-02,3.11E+02,6.61E+01,3.54E-02,,,
3.12E+02,6.30E+01,4.06E-02,3.12E+02,6.28E+01,3.70E-02,,,
3.12E+02,6.18E+01,4.04E-02,3.11E+02,6.17E+01,3.67E-02,,,
3.14E+02,5.97E+01,4.78E-02,3.13E+02,5.95E+01,4.31E-02,,,
3.14E+02,5.62E+01,5.01E-02,3.13E+02,5.60E+01,4.59E-02,,,
3.13E+02,5.56E+01,4.60E-02,3.13E+02,5.54E+01,4.18E-02,,,
3.14E+02,5.59E+01,4.85E-02,3.13E+02,5.57E+01,4.44E-02,,,
3.11E+02,5.69E+01,3.83E-02,3.11E+02,5.66E+01,3.50E-02,,,
3.14E+02,6.00E+01,4.99E-02,3.14E+02,5.98E+01,4.76E-02,,,
3.13E+02,6.05E+01,4.73E-02,3.13E+02,6.02E+01,4.52E-02,,,
3.13E+02,6.34E+01,4.01E-02,3.13E+02,6.31E+01,3.73E-02,,,
3.12E+02,6.66E+01,3.49E-02,3.11E+02,6.64E+01,3.13E-02,,,
3.11E+02,7.43E+01,3.01E-02,3.10E+02,7.41E+01,2.65E-02,,,
3.10E+02,7.77E+01,2.92E-02,3.10E+02,7.75E+01,2.58E-02,,,
3.09E+02,7.96E+01,2.63E-02,3.09E+02,7.95E+01,2.24E-02,,,
3.10E+02,8.19E+01,3.27E-02,3.10E+02,8.18E+01,2.89E-02,,,
3.09E+02,8.25E+01,3.04E-02,3.09E+02,8.23E+01,2.64E-02,,,
3.07E+02,8.34E+01,2.24E-02,3.07E+02,8.33E+01,1.83E-02,,,
3.09E+02,8.44E+01,2.89E-02,3.08E+02,8.42E+01,2.48E-02,,,
3.08E+02,8.62E+01,3.08E-02,3.07E+02,8.60E+01,2.44E-02,,,
3.07E+02,8.70E+01,2.43E-02,3.06E+02,8.69E+01,1.79E-02,,,
3.04E+02,9.08E+01,1.86E-02,3.04E+02,9.06E+01,1.25E-02,,,
3.04E+02,9.39E+01,1.73E-02,3.03E+02,9.37E+01,1.14E-02,,,
3.03E+02,9.42E+01,1.35E-02,3.02E+02,9.40E+01,7.83E-03,,,
3.01E+02,9.78E+01,1.01E-02,3.01E+02,9.76E+01,5.92E-03,,,
2.99E+02,9.99E+01,-4.71E-03,2.98E+02,9.96E+01,-8.19E-03,,,
3.00E+02,1.02E+02,3.10E-03,2.99E+02,1.02E+02,-2.06E-04,,,
2.99E+02,1.04E+02,-2.03E-03,2.98E+02,1.03E+02,-5.39E-03,,,
2.98E+02,1.04E+02,-5.41E-03,2.97E+02,1.04E+02,-9.56E-03,,,
2.98E+02,1.05E+02,-5.16E-05,2.97E+02,1.05E+02,-4.52E-03,,,
2.97E+02,1.06E+02,-8.67E-03,2.96E+02,1.06E+02,-1.37E-02,,,
2.96E+02,1.07E+02,-8.78E-03,2.96E+02,1.07E+02,-1.41E-02,,,
2.95E+02,1.10E+02,-1.17E-02,2.95E+02,1.10E+02,-1.62E-02,,,
2.96E+02,1.12E+02,-3.39E-03,2.95E+02,1.12E+02,-7.78E-03,,,
2.94E+02,1.13E+02,-1.60E-02,2.93E+02,1.13E+02,-2.12E-02,,,
2.95E+02,1.14E+02,-5.69E-03,2.95E+02,1.14E+02,-1.09E-02,,,
2.94E+02,1.14E+02,-1.25E-02,2.94E+02,1.14E+02,-1.72E-02,,,
2.91E+02,1.18E+02,-2.81E-02,2.91E+02,1.18E+02,-3.29E-02,,,
2.93E+02,1.20E+02,-1.74E-02,2.92E+02,1.20E+02,-2.22E-02,,,
2.91E+02,1.22E+02,-2.50E-02,2.91E+02,1.22E+02,-2.97E-02,,,
2.90E+02,1.25E+02,-3.11E-02,2.90E+02,1.25E+02,-3.54E-02,,,
2.88E+02,1.27E+02,-4.75E-02,2.87E+02,1.27E+02,-5.08E-02,,,
2.86E+02,1.31E+02,-5.99E-02,2.86E+02,1.31E+02,-6.24E-02,,,
2.86E+02,1.34E+02,-5.80E-02,2.85E+02,1.34E+02,-6.04E-02,,,
2.86E+02,1.34E+02,-6.08E-02,2.85E+02,1.34E+02,-6.34E-02,,,
2.86E+02,1.39E+02,-6.05E-02,2.86E+02,1.39E+02,-6.31E-02,,,
2.89E+02,1.42E+02,-5.19E-02,2.88E+02,1.41E+02,-5.34E-02,,,
2.86E+02,1.47E+02,-6.35E-02,2.86E+02,1.46E+02,-6.51E-02,,,
2.89E+02,1.49E+02,-4.98E-02,2.89E+02,1.49E+02,-5.12E-02,,,
2.91E+02,1.53E+02,-4.77E-02,2.90E+02,1.53E+02,-4.99E-02,,,
2.90E+02,1.54E+02,-5.11E-02,2.90E+02,1.54E+02,-5.33E-02,,,
2.92E+02,1.59E+02,-4.59E-02,2.91E+02,1.59E+02,-4.81E-02,,,
2.94E+02,1.62E+02,-4.01E-02,2.93E+02,1.62E+02,-4.35E-02,,,
2.95E+02,1.65E+02,-3.51E-02,2.94E+02,1.65E+02,-3.83E-02,,,
2.95E+02,1.69E+02,-3.80E-02,2.94E+02,1.69E+02,-4.11E-02,,,
2.96E+02,1.71E+02,-3.34E-02,2.95E+02,1.70E+02,-3.56E-02,,,
2.95E+02,1.74E+02,-3.47E-02,2.95E+02,1.74E+02,-3.73E-02,,,
2.97E+02,1.76E+02,-2.62E-02,2.96E+02,1.76E+02,-2.88E-02,,,
2.96E+02,1.78E+02,-3.16E-02,2.95E+02,1.78E+02,-3.45E-02,,,
2.96E+02,1.81E+02,-2.08E-02,2.96E+02,1.81E+02,-2.39E-02,,,
2.95E+02,1.83E+02,-3.44E-02,2.94E+02,1.82E+02,-3.76E-02,,,
2.96E+02,1.84E+02,-3.00E-02,2.95E+02,1.84E+02,-3.31E-02,,,
2.89E+02,1.65E+02,-2.27E-02,2.89E+02,1.65E+02,-2.42E-02,,,
2.93E+02,1.64E+02,-9.80E-03,2.93E+02,1.63E+02,-1.04E-02,,,
2.94E+02,1.67E+02,-8.54E-03,2.93E+02,1.67E+02,-9.28E-03,,,
2.94E+02,1.75E+02,-1.53E-02,2.93E+02,1.75E+02,-1.57E-02,,,
2.95E+02,1.76E+02,-8.20E-03,2.95E+02,1.75E+02,-8.64E-03,,,
3.00E+02,1.76E+02,1.23E-02,3.00E+02,1.76E+02,1.17E-02,,,
3.00E+02,1.76E+02,1.20E-02,3.00E+02,1.76E+02,1.17E-02,,,
2.99E+02,1.77E+02,4.15E-03,2.98E+02,1.77E+02,4.33E-03,,,
2.98E+02,1.78E+02,3.70E-04,2.97E+02,1.77E+02,3.83E-04,,,
2.96E+02,1.78E+02,-3.27E-03,2.95E+02,1.78E+02,-3.50E-03,,,
2.94E+02,1.79E+02,-1.52E-02,2.94E+02,1.79E+02,-1.51E-02,,,
2.95E+02,1.80E+02,-1.09E-02,2.95E+02,1.79E+02,-1.04E-02,,,
2.93E+02,1.84E+02,-2.73E-02,2.92E+02,1.84E+02,-2.74E-02,,,
2.94E+02,1.84E+02,-1.72E-02,2.94E+02,1.84E+02,-1.73E-02,,,
2.95E+02,1.85E+02,-1.36E-02,2.94E+02,1.84E+02,-1.38E-02,,,
2.96E+02,1.87E+02,-1.25E-02,2.95E+02,1.87E+02,-1.22E-02,,,
2.96E+02,1.93E+02,-1.29E-02,2.96E+02,1.93E+02,-1.28E-02,,,
2.96E+02,1.94E+02,-1.25E-02,2.96E+02,1.94E+02,-1.23E-02,,,
2.97E+02,1.97E+02,-1.38E-02,2.96E+02,1.97E+02,-1.29E-02,,,
2.99E+02,2.01E+02,-1.15E-02,2.98E+02,2.00E+02,-1.07E-02,,,
2.99E+02,2.04E+02,-1.32E-02,2.98E+02,2.04E+02,-1.29E-02,,,
3.00E+02,2.08E+02,-1.78E-02,2.99E+02,2.08E+02,-1.76E-02,,,
3.01E+02,2.12E+02,-1.73E-02,3.01E+02,2.11E+02,-1.77E-02,,,
3.03E+02,2.15E+02,-1.60E-02,3.02E+02,2.15E+02,-1.66E-02,,,
3.04E+02,2.20E+02,-2.09E-02,3.03E+02,2.19E+02,-2.11E-02,,,
3.06E+02,2.22E+02,-1.74E-02,3.06E+02,2.22E+02,-1.77E-02,,,
3.08E+02,2.25E+02,-1.40E-02,3.08E+02,2.25E+02,-1.52E-02,,,
3.09E+02,2.26E+02,-1.09E-02,3.09E+02,2.26E+02,-1.19E-02,,,
3.10E+02,2.27E+02,-2.07E-03,3.10E+02,2.27E+02,-2.89E-03,,,0.536294691
3.12E+02,2.28E+02,3.78E-03,3.11E+02,2.27E+02,3.18E-03,,,
3.12E+02,2.28E+02,5.69E-03,3.11E+02,2.28E+02,4.78E-03,,,
3.12E+02,2.31E+02,5.54E-03,3.12E+02,2.30E+02,5.14E-03,,,
3.13E+02,2.31E+02,6.37E-03,3.12E+02,2.31E+02,5.73E-03,,,
3.12E+02,2.33E+02,2.17E-03,3.11E+02,2.33E+02,1.26E-03,,,
3.11E+02,2.34E+02,1.25E-03,3.10E+02,2.34E+02,2.91E-04,,,
3.11E+02,2.35E+02,-1.51E-03,3.10E+02,2.35E+02,-2.35E-03,,,
3.11E+02,2.38E+02,-7.85E-04,3.11E+02,2.38E+02,-7.72E-04,,,
3.11E+02,2.39E+02,-5.80E-05,3.11E+02,2.39E+02,-2.28E-04,,,
3.11E+02,2.39E+02,1.55E-03,3.10E+02,2.39E+02,1.61E-03,,,
3.11E+02,2.39E+02,-1.33E-04,3.10E+02,2.39E+02,9.74E-05,,,
3.11E+02,2.39E+02,-4.06E-04,3.10E+02,2.39E+02,-1.51E-04,,,
